"","lfdn","v_14","v_15","v_16","v_23","v_28","v_29","v_30","v_31","v_32","v_33","v_34","v_35","v_36","v_37","v_38","v_39","v_41","v_42","v_43","v_44","v_45","v_46","v_47","v_48","v_49","v_50","v_51","v_52","v_53","v_54","v_57","v_58","v_59","v_60","v_61","v_62","v_63","v_64","v_65","v_66","v_67","v_69","v_71","v_72","v_73","v_161","c_0031","c_0032","v_74","v_77","c_0013","v_173","v_174","v_175","v_176","v_167","v_182","v_183","v_184","v_185","v_186","v_187","v_96","v_99","v_100","v_101","v_102","v_103","v_104","v_105","v_106","v_107","v_108","v_111","v_112","v_113","v_114","v_115","v_116","v_117","v_118","v_119","v_120","v_121","v_124","v_125","v_126","v_127","v_128","v_129","v_130","v_131","v_132","v_133","v_134","v_135","v_140","v_142","v_144","v_145","v_146","v_147","v_148","v_149","v_150","v_151","v_152","v_153","v_154","v_155","v_156","v_157","date","education","casmin","eduyears","einwohner","city","qkm","distance_km","distance_km_raw"
"31",82,1,34,1,"1",2,NA,3,1,2,1,NA,NA,NA,NA,NA,NA,2,3,1,2,1,2,2,4,2,2,4,2,6,2,4,3,3,2,3,2,2,2,4,1,3,3,3,8,6,7,"8","6",7,7,2,8,2,1,0,-5,1,1,2,2,3,4,3,5,2,7,4,10,7,3,6,0,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,1,3,1,1,1,1,1,1,0,1,3000,0,NA,2,18691,3,4,0.277777777777778,43869,"70794 Filderstadt",36.68845,0.0740774007873032,4.61528541246169
"32",84,1,68,1,"10",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,4,1,1,1,5,5,1,7,3,2,1,0,0,2,4,1,3,3,1,2,1,7,7,2,7,0,2,"8","6",10,10,6,10,0,2,0,-5,1,2,5,1,2,3,1,6,1,7,8,0,9,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,3,NA,NA,-66,NA,NA,1,7,2,7,1,1,-66,-66,1,1,1,2,0,1,1670,0,NA,99,18691,2,1,0.0555555555555556,21076,"47226 Duisburg",3.593678,0.0581346599032487,3.63210566489298
"33",85,1,44,2,"2",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,2,1,1,1,5,5,1,10,3,6,2,5,1,1,2,1,0,1,4,6,0,NA,9,NA,10,5,5,"8","6",5,5,4,10,5,10,1,5,2,1,1,2,2,3,3,1,2,6,6,6,6,8,0,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,7,0,1,-66,-66,3,NA,2,NA,1,1,1800,0,NA,4,18691,5,5,0.277777777777778,22612,"81673 München",2.827438,0.0816975213969929,5.08521390919659
"34",86,1,60,2,"6",2,NA,3,2,NA,3,1,0,1,1,0,0,2,1,3,4,3,3,3,2,5,2,3,3,6,1,7,0,3,3,2,3,3,2,1,1,1,1,2,5,5,4,"6","8",4,4,1,10,5,10,0,-5,1,1,1,2,3,2,3,5,2,10,10,6,5,7,6,0,1,2,NA,3,NA,NA,-66,NA,NA,2,1,14,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,2,0,-66,1,1,1,2,0,1,5000,0,NA,2,18691,3,4,0.277777777777778,13770,"20255 Hamburg",0.703953,0.0337387264672901,2.12762234852305
"35",87,1,41,2,"7",2,NA,2,2,NA,2,0,0,0,1,0,0,2,2,2,4,2,2,3,2,3,3,6,3,4,2,5,5,2,2,2,2,2,3,5,1,5,5,3,6,5,5,"1","11",5,5,4,5,6,6,5,0,3,3,3,3,3,3,3,6,2,5,5,6,3,6,3,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,2,4,2,2,1,1,1,2,0,0,-99,1,4,1,18691,5,8,0.555555555555556,14989,"35390 Gießen",2.65645,0.0519361242326549,3.24984550145989
"36",89,1,66,1,"10",2,NA,4,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,1,4,1,1,1,4,5,1,2,3,3,1,2,3,1,1,0,0,3,1,4,1,3,3,3,8,0,5,"1","8",10,10,5,7,0,10,0,5,3,2,4,1,2,4,1,5,2,1,4,10,4,5,6,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,1,4,2,2,3,2,0,-66,1,1,1,2,0,1,1800,0,NA,3,18691,2,2,0.222222222222222,30678,"51061 Köln",16.458218,0.0738881185289382,4.60361248342445
"37",90,1,36,2,"10",2,NA,3,99,NA,1,NA,NA,NA,NA,NA,NA,2,2,4,3,2,2,3,2,4,1,2,3,6,2,4,9,2,3,2,1,2,3,4,2,NA,9,NA,3,5,5,"1","3",8,9,6,10,2,7,0,-3,1,2,1,2,3,3,3,1,2,5,2,7,8,7,5,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,6,6,1,3,1,1,3,NA,2,NA,0,1,1800,0,NA,2,18691,6,NA,NA,21364,"47178 Duisburg",10.320295,0.211225538204951,13.0731329122392
"38",91,1,32,2,"9",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,3,2,3,2,4,1,6,3,6,1,3,7,3,3,3,2,2,2,6,1,1,1,3,6,6,7,"1","11",10,10,7,8,0,8,0,-3,1,1,3,2,2,4,1,5,1,10,8,7,5,7,8,0,1,3,NA,NA,3,NA,-66,NA,NA,1,1,12,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,5,1,3,1,1,1,1,1,1,0,1,5800,0,NA,2,18691,5,8,0.555555555555556,7660,"21762 Otterndorf",43.772948,0.240591949679519,14.8841427775154
"39",92,1,62,2,"13",2,NA,1,99,NA,2,1,1,1,1,1,0,2,1,1,1,6,6,5,5,5,5,0,3,6,2,1,3,0,2,0,0,2,1,6,1,4,4,1,1,0,0,"1","11",0,0,8,0,0,0,0,0,3,1,1,2,5,1,4,0,2,0,0,0,0,0,0,10,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,2,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,3,2,0,1,-66,-66,1,1,1,1,0,1,780,0,NA,4,18691,3,4,0.277777777777778,23815,"01307 Dresden",3.666063,0.0681660415145986,4.25073525387894
"40",93,1,69,2,"11",2,NA,1,2,NA,2,1,1,1,1,0,1,2,1,4,1,4,4,5,4,5,3,0,1,6,2,8,7,0,2,0,0,0,1,3,0,NA,7,2,10,0,3,"1","11",0,0,3,0,0,0,0,0,5,1,1,2,5,4,4,0,2,0,0,0,6,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,4,NA,NA,-66,NA,NA,1,150,5,3,1,1,-66,-66,1,1,1,2,0,1,750,0,NA,2,18691,5,6,0.388888888888889,11334,"67304 Eisenberg (Pfalz)",36.589723,0.199580075403039,12.3549638557907
"41",94,1,51,2,"1",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,4,1,1,1,4,1,1,3,3,4,2,3,1,1,2,1,0,2,3,4,1,3,9,NA,5,10,5,"1","11",8,8,1,10,0,10,0,2,1,1,4,1,1,3,3,6,2,0,0,1,0,0,0,0,1,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,1,-66,-66,1,1,1,2,0,1,1000,0,NA,1,18691,3,4,0.277777777777778,31068,"78467 Konstanz",15.770003,0.220808873865486,13.664131762695
"42",95,1,41,1,"7",2,NA,2,1,2,1,NA,NA,NA,NA,NA,NA,2,3,1,4,2,3,2,3,3,2,1,3,6,1,5,4,2,3,2,2,2,3,6,0,NA,9,NA,5,5,2,"1","3",4,4,4,7,5,7,0,-5,1,3,1,2,2,3,4,6,2,0,0,0,0,0,0,0,4,2,NA,2,NA,NA,-66,NA,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,4,2,2,1,2,1,2,1,1,3225,0,NA,2,18691,3,4,0.277777777777778,29776,"65197 Wiesbaden",4.207168,0.0425071672233278,2.6683670944729
"43",96,1,68,2,"13",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,3,1,3,1,5,5,1,8,3,6,1,6,3,2,3,2,2,3,1,5,1,7,9,NA,7,3,5,"1","11",0,9,5,10,0,2,0,5,1,1,1,1,3,3,3,3,1,6,6,0,6,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,3,2,2,1,-66,-66,1,1,1,1,0,1,1500,0,NA,2,18691,3,4,0.277777777777778,17812,"04207 Leipzig",8.679169,0.217485387361269,13.459174243406
"44",97,1,25,1,"2",2,NA,1,2,NA,2,0,0,1,0,0,0,2,2,1,4,1,3,3,4,3,3,5,3,6,2,5,5,2,2,2,2,2,2,6,0,NA,9,NA,5,5,5,"3","2",7,5,2,4,5,4,4,0,1,1,2,2,4,1,2,0,2,0,0,5,0,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,6,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,7,0,1,-66,-66,1,1,1,2,1,0,-99,1,2,99,18691,4,5,0.277777777777778,20445,"80637 München",2.045222,0.152387388380679,9.4446177333031
"45",98,1,53,2,"1",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,5,3,3,3,3,1,2,1,10,3,3,1,6,6,3,0,3,2,3,1,6,1,1,1,1,0,10,5,"3","12",10,10,1,5,5,4,4,-5,1,1,1,1,1,1,1,5,1,10,9,0,0,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,4,NA,NA,NA,1,2,0,NA,NA,-66,6,3,1,1,-66,-66,1,1,1,2,0,1,746,0,NA,1,18691,6,NA,NA,8623,"79232 March",17.770132,0.114439813756565,7.10441242537533
"46",99,1,39,1,"7",2,NA,1,2,NA,3,0,0,1,0,0,0,2,1,4,2,1,3,2,3,3,3,8,3,5,2,8,7,2,2,2,2,2,2,3,0,NA,9,NA,7,7,7,"2","6",8,3,2,8,6,4,6,0,3,4,2,3,3,3,3,1,2,0,0,0,0,0,0,0,1,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,0,1,-66,-66,1,1,1,1,1,0,-99,1,3,1,18691,3,4,0.277777777777778,21441,"60599 Frankfurt am Main",14.803775,0.0703545622017569,4.38570007783223
"47",100,1,53,2,"15",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,3,2,1,2,3,2,1,8,3,5,2,7,5,3,3,3,3,3,2,8,1,1,1,3,5,2,2,"4","12",9,9,6,5,5,6,5,-3,1,2,1,2,1,1,2,5,1,8,8,5,1,1,7,0,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,2,0,-66,1,1,1,2,0,1,2200,0,NA,2,18691,3,4,0.277777777777778,24574,"24340 Eckernförde",61.202601,0.185532885709133,11.4886816702025
"48",101,1,59,2,"7",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,2,3,3,5,1,1,1,10,3,6,1,8,5,0,2,1,0,2,1,8,1,4,4,2,7,0,1,"4","10",10,10,5,7,0,5,0,-1,2,2,1,3,3,2,4,0,2,2,2,1,0,0,2,9,1,3,NA,NA,3,NA,-66,NA,NA,1,1,9,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,4,2,4,1,0,1,1,1,2,0,1,5000,0,NA,2,18691,5,8,0.555555555555556,8951,"63683 Ortenberg",54.526603,0.158667312672507,9.83189708663972
"49",102,1,72,2,"1",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,1,3,1,1,10,3,4,1,5,1,1,2,2,1,2,1,8,1,1,4,3,0,2,0,"4","5",10,1,3,7,0,7,1,-5,1,1,1,1,2,1,3,6,1,10,10,3,3,3,3,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,3,NA,NA,2,NA,-66,NA,NA,2,-66,3,2,1,1,-66,-66,1,1,1,2,0,0,-99,1,3,2,18691,3,4,0.277777777777778,28672,"76571 Gaggenau",65.635604,0.164837532139962,10.2124110059573
"50",103,1,64,2,"9",2,NA,1,99,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,1,2,5,1,2,3,5,1,7,0,0,4,1,3,3,1,8,1,1,9,NA,5,4,4,"10","2",10,10,2,10,0,9,0,-1,1,1,1,4,5,5,2,6,1,9,8,0,0,0,0,8,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,1,18,6,3,0,1,-66,-66,1,1,1,2,0,1,1201,0,NA,99,18691,6,NA,NA,4138,"21781 Cadenberge",30.849722,0.216049830751595,13.3706442851394
"51",104,1,66,1,"10",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,1,2,3,1,10,2,4,2,3,7,4,2,3,0,3,2,3,1,1,1,2,3,4,9,"2","4",10,10,8,10,0,9,0,-5,1,1,1,1,1,1,1,6,1,10,9,6,6,9,6,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,1,NA,NA,-66,NA,NA,2,-66,3,2,0,2,0,-66,1,1,1,2,1,1,1100,0,NA,1,18691,3,4,0.277777777777778,23203,"52355 Düren",33.638981,0.0358867557488399,2.26009009056084
"52",105,1,58,2,"7",2,NA,3,2,NA,2,0,0,0,0,0,1,2,2,1,5,1,1,1,5,1,1,10,3,4,1,6,0,0,4,0,1,4,4,11,0,NA,4,2,0,0,0,"6","2",10,10,7,10,0,0,0,-5,3,3,5,3,5,5,1,5,1,0,0,0,0,0,0,10,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,2,1,1,3,NA,NA,NA,-66,NA,NA,1,10,3,2,0,1,-66,-66,1,1,1,2,0,0,-99,1,2,1,18691,3,4,0.277777777777778,34716,"63263 Neu-Isenburg",24.22473,0.121469307487588,7.53791729898933
"53",106,1,53,1,"10",1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,5,1,1,1,1,5,5,8,3,4,1,0,10,3,3,3,3,3,2,7,1,1,1,3,6,2,3,"5","2",10,10,6,10,0,5,0,-5,1,1,2,1,1,2,1,6,2,10,8,5,0,0,0,0,2,2,NA,2,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,1,1,1,-66,-66,1,1,1,2,0,1,3600,0,NA,99,18691,5,6,0.388888888888889,46728,"59494 Soest",85.752542,0.0132949511167893,0.866866369696337
"54",108,1,50,1,"2",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,3,2,2,2,2,1,10,3,4,2,2,4,3,4,3,3,4,1,7,1,6,6,3,6,0,0,"6","7",10,10,5,10,0,0,0,-5,1,1,3,1,4,4,4,6,2,10,0,10,5,10,10,0,2,2,NA,2,NA,NA,-66,NA,NA,1,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,0,1,-66,-66,1,1,1,1,0,1,2300,0,NA,2,18691,3,4,0.277777777777778,20144,"86163 Augsburg",5.038279,0.0793505757345774,4.94047910727561
"55",109,1,66,1,"10",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,1,5,5,1,2,3,5,2,3,7,3,4,2,3,3,2,5,1,5,5,2,2,4,7,"8","9",10,10,7,10,0,3,0,-5,1,1,3,1,3,4,2,6,2,6,5,5,4,9,6,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,1,3,NA,NA,NA,-66,NA,NA,1,12,2,2,0,2,0,-66,1,1,1,2,0,1,3250,0,NA,3,18691,2,2,0.222222222222222,20010,"33659 Bielefeld",28.941704,0.132309019615406,8.20639617041128
"56",110,1,54,1,"10",1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,5,2,1,3,1,1,1,9,3,4,1,1,4,2,3,2,2,3,1,6,1,8,3,3,5,7,6,"12","9",10,10,1,10,0,5,0,-4,1,2,4,1,3,4,1,5,1,2,1,6,2,2,1,0,4,1,3,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,1,3,1,0,1,1,1,2,0,1,4500,0,NA,2,18691,3,4,0.277777777777778,29593,"47918 Tönisvorst",44.339571,0.152107489571653,9.4273565332118
"57",111,1,58,1,"7",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,3,2,3,1,1,1,3,5,3,3,2,3,1,0,0,3,3,3,1,3,2,3,1,5,1,2,5,5,5,"7","9",10,10,4,6,0,6,0,0,2,1,3,1,2,3,2,6,2,10,10,10,3,10,3,0,2,2,NA,1,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,2,1,-66,-66,1,1,1,2,0,1,1700,0,NA,1,18691,3,4,0.277777777777778,39242,"64625 Bensheim",57.511764,0.0195249570529333,1.25106728647696
"58",114,1,46,1,"1",2,NA,1,2,NA,2,1,0,1,1,1,0,1,2,5,1,4,5,5,5,5,3,10,1,4,2,0,5,0,2,0,0,2,1,6,1,4,4,1,7,0,0,"10","3",0,0,4,9,10,0,0,0,2,2,1,2,4,2,4,0,2,0,0,0,0,0,0,10,1,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,5,1,3,1,1,1,1,1,2,0,1,2500,0,NA,2,18691,4,7,0.444444444444444,15956,"76530 Baden-Baden",25.992934,0.00946091205545753,0.630423365077293
"59",115,1,68,1,"9",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,2,2,4,1,2,2,2,4,1,2,3,6,2,2,8,4,3,4,4,3,1,5,1,1,1,2,7,6,6,"10","3",10,10,8,10,6,9,2,-2,1,2,2,1,2,3,2,3,2,10,9,7,1,2,8,1,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,4,3,2,2,0,-66,1,1,1,2,0,1,4800,0,NA,2,18691,4,6,0.388888888888889,33084,"30890 Barsinghausen",103.149573,0.31229308450149,19.3059109130788
"60",116,1,35,2,"1",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,4,2,3,3,3,4,1,7,3,6,2,3,3,2,3,2,1,3,2,7,1,1,1,2,6,5,4,"10","8",9,9,3,10,6,6,1,-2,1,1,2,2,3,3,2,5,2,10,10,4,1,5,7,1,1,2,NA,2,NA,NA,-66,NA,NA,2,1,4,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,4,1,0,2,0,-66,1,1,1,2,0,1,3000,0,NA,2,18691,4,6,0.388888888888889,7781,"75382 Althengstett",19.128418,0.254808364978964,15.7608610097875
"61",117,1,21,1,"1",2,NA,3,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,4,3,3,3,2,4,4,2,2,3,6,2,7,7,2,3,2,1,2,3,4,1,7,5,2,8,6,8,"8","3",7,7,1,10,0,6,0,-5,1,1,4,1,4,4,2,1,2,1,1,1,8,9,1,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,2,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,5,7,0,2,0,-66,2,1,1,2,1,1,3000,0,NA,1,18691,5,5,0.277777777777778,24823,"70374 Stuttgart",5.316669,0.0656106922732238,4.0931483219733
"62",118,1,74,1,"2",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,3,3,1,1,4,1,5,1,7,3,5,2,4,6,2,3,2,1,3,2,8,1,2,9,NA,7,6,5,"3","10",10,10,5,10,0,0,0,-5,1,2,4,3,5,5,3,3,2,7,8,0,0,2,2,2,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,3,NA,NA,3,NA,-66,NA,NA,1,4,4,4,0,1,-66,-66,1,1,1,1,0,1,1200,0,NA,2,18691,4,7,0.444444444444444,10250,"90403 Nürnberg",1.048338,0.00937113099194503,0.624886618039715
"63",119,1,51,2,"2",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,5,1,3,3,2,4,1,2,2,5,1,6,4,4,4,4,3,3,1,7,1,2,1,1,8,9,6,"8","10",10,10,2,10,1,6,0,-4,1,5,5,3,5,5,1,6,1,10,10,1,0,1,2,0,6,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,4,NA,NA,NA,1,0,0,NA,NA,-66,5,5,0,1,-66,-66,1,1,1,2,0,0,-99,1,2,2,18691,5,8,0.555555555555556,28077,"80689 München",3.666933,0.0947201486750971,5.88831191430647
"64",120,1,50,1,"2",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,1,5,1,1,1,3,1,1,10,3,4,1,0,0,2,3,2,2,2,2,6,1,5,5,2,3,3,5,"8","3",10,10,6,10,2,0,0,-5,1,4,3,3,2,3,2,6,1,5,5,5,1,7,3,0,2,2,NA,2,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,2,1,3,1,0,1,1,1,2,0,1,2800,0,NA,2,18691,3,4,0.277777777777778,18123,"90441 Nürnberg",5.127544,0.0487060110021766,3.05064625876654
"65",121,1,72,2,"10",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,2,2,5,1,1,2,4,2,1,8,4,5,1,3,4,1,3,1,1,2,1,6,1,1,1,2,9,10,8,"3","8",10,10,5,10,0,2,0,-5,1,1,3,1,3,4,1,6,2,10,9,0,0,0,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,4,NA,NA,NA,1,50,0,NA,NA,-66,5,3,3,2,0,-66,1,1,1,1,0,1,4000,0,NA,2,18691,5,6,0.388888888888889,20236,"44328 Dortmund",7.540595,0.11903303551859,7.3876737946316
"66",122,1,58,1,"10",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,3,1,2,3,3,3,1,5,3,4,2,3,7,2,2,2,2,1,2,2,1,7,7,2,5,8,7,"8","3",8,0,7,10,0,5,0,0,1,1,1,1,3,3,3,0,2,0,0,6,10,4,0,0,2,1,2,NA,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,3,1,2,3,0,-66,1,1,1,2,0,0,-99,1,2,1,18691,3,4,0.277777777777778,14214,"57334 Bad Laasphe",135.992022,0.424527033104143,26.2273145825169
"67",123,1,59,2,"16",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,1,5,1,1,1,4,1,1,10,3,4,2,0,5,3,4,3,2,4,1,1,1,7,5,3,5,10,6,"12","4",10,10,8,10,0,10,0,-5,1,1,2,1,2,3,2,5,2,3,3,8,10,9,4,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,2,1,1,3,NA,NA,NA,-66,NA,NA,2,-66,3,2,0,1,-66,-66,1,1,1,1,1,0,-99,1,1,2,18691,3,4,0.277777777777778,41780,"99817 Eisenach",103.846897,0.0175406626735025,1.12869698257131
"68",125,1,60,2,"13",2,NA,2,2,NA,1,NA,NA,NA,NA,NA,NA,2,2,4,4,1,1,3,2,1,1,10,3,3,1,2,2,0,2,1,2,2,4,6,0,NA,9,NA,0,2,0,"4","12",5,5,1,8,2,5,5,-5,1,2,2,3,2,2,2,6,2,0,0,0,0,0,0,0,11,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,1,NA,NA,-66,NA,NA,2,-66,6,6,1,2,0,-66,1,1,1,1,1,1,3000,0,NA,2,18691,6,NA,NA,11601,"04129 Leipzig",4.60832,0.04519248120568,2.8339688779123
"69",126,1,72,2,"1",2,NA,1,1,2,1,NA,NA,NA,NA,NA,NA,2,2,1,4,1,1,3,2,1,1,5,3,6,2,1,2,0,3,3,3,2,2,4,2,NA,9,NA,5,8,5,"4","5",10,10,7,9,7,10,6,5,1,1,1,2,3,2,1,5,2,0,0,2,2,2,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,1,4,NA,NA,NA,-66,NA,NA,1,5,4,1,4,1,-66,-66,3,NA,2,NA,1,1,1920,0,NA,1,18691,4,6,0.388888888888889,6086,"72639 Neuffen",17.543128,0.253305547772855,15.6681831288579
"70",127,1,70,2,"14",2,NA,2,2,NA,2,0,0,0,0,0,1,2,3,2,3,1,1,4,3,1,1,10,3,5,2,8,6,1,2,1,1,2,2,7,1,1,1,3,7,5,5,"4","5",8,8,4,9,0,7,0,-2,2,2,3,2,3,3,2,5,2,8,0,0,0,0,4,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,3,NA,NA,3,NA,-66,NA,NA,1,15,4,6,4,2,0,-66,1,1,1,2,0,1,5500,0,NA,2,18691,4,7,0.444444444444444,16624,"39116 Magdeburg",20.407313,0.150789586617246,9.346082208837
"71",128,1,32,2,"10",2,NA,1,2,NA,3,0,1,0,0,0,0,2,2,1,2,2,2,3,1,3,3,3,3,6,99,5,6,2,2,3,2,2,1,6,1,6,6,3,5,5,5,"7","6",6,4,6,5,6,6,6,0,3,4,3,3,3,3,3,0,2,0,0,0,0,0,10,0,1,1,1,NA,NA,NA,-66,NA,NA,2,2,-66,NA,NA,NA,NA,NA,NA,NA,-66,NA,NA,NA,-66,2,7,0,1,-66,-66,1,1,1,2,0,0,-99,1,3,2,18691,2,1,0.0555555555555556,26246,"58840 Plettenberg",96.613638,0.154280483213072,9.56136381310025
"72",129,1,70,1,"2",2,NA,1,2,NA,3,1,1,1,1,0,0,2,2,1,4,1,2,2,4,4,2,5,3,5,1,4,5,1,3,2,1,3,2,2,1,7,7,2,5,3,5,"5","6",5,6,3,8,0,8,0,-3,1,2,3,2,3,3,4,3,2,2,5,6,10,3,0,0,13,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,NA,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,3,2,2,2,0,-66,1,1,1,2,1,1,2800,0,NA,2,18691,3,4,0.277777777777778,23739,"81735 München",3.689069,0.0857122121625768,5.33279760149764
"73",130,1,52,2,"15",2,NA,1,2,NA,1,NA,NA,NA,NA,NA,NA,2,1,2,5,1,2,1,1,1,2,10,1,6,1,2,0,1,2,3,3,1,3,6,0,NA,9,NA,8,4,0,"9","6",10,10,5,10,0,8,0,-5,2,2,1,2,1,3,2,6,1,0,0,0,0,0,0,0,12,NA,NA,NA,NA,NA,-66,NA,NA,NA,NA,-66,1,1,2,NA,2,NA,NA,-66,NA,NA,2,-66,2,2,3,2,0,-66,1,1,1,2,0,1,1200,0,NA,2,18691,2,2,0.222222222222222,9029,"25709 Kronprinzenkoog, Marne u.a.",66.694757,0.200934724324261,12.4385042830044
